entry_date,exit_date,entry_price,exit_price,shares,leverage_mult_at_entry,pnl,exit_reason
2015-01-05,2016-02-10,15.10949993133545,24.52400016784668,1000,1.5,89435.83159023258,Risk Off (Vol/SMA Filter)
2016-02-11,2018-11-20,25.19099998474121,74.77300262451172,1000,1.5,421346.8293829073,Risk Off (Vol/SMA Filter)
2018-11-27,2018-12-18,79.07099914550781,77.5739974975586,1000,0.4608535690974547,-9216.226773461145,Risk Off (Vol/SMA Filter)
2018-12-19,2018-12-20,74.75399780273438,73.04149627685547,1000,0.4664074513560369,-181.54033359465416,Risk Off (Vol/SMA Filter)
2019-01-03,2019-01-04,75.01399993896484,78.76950073242188,1000,0.4147014822395733,-149.52251404132255,Risk Off (Vol/SMA Filter)
2019-01-07,2022-01-21,81.47550201416016,142.64300537109375,1000,1.5,385157.7791661771,Risk Off (Vol/SMA Filter)
2022-02-07,2022-02-23,157.9355010986328,144.82699584960938,1000,0.3689172385143848,-16862.306454098074,Risk Off (Vol/SMA Filter)
2022-02-25,2022-03-04,153.7884979248047,145.64100646972656,1000,0.37762577429051725,-13889.59042020108,Risk Off (Vol/SMA Filter)
2022-03-17,2022-04-22,157.23899841308594,144.35000610351562,1000,0.8213557019828082,-51911.53622339488,Risk Off (Vol/SMA Filter)
2022-08-01,2022-08-31,135.38999938964844,126.7699966430664,1000,0.6882719619965352,-22558.86803305458,Risk Off (Vol/SMA Filter)
2022-09-08,2022-09-16,129.82000732421875,123.52999877929688,1000,0.7433351214118087,-17656.570348749767,Risk Off (Vol/SMA Filter)
2022-10-25,2022-10-27,120.5999984741211,110.95999908447266,1000,0.5476308952195744,-20377.758389798473,Risk Off (Vol/SMA Filter)
2023-01-30,2023-01-31,100.55000305175781,103.12999725341797,1000,0.6938538011087484,-467.5236312882802,Risk Off (Vol/SMA Filter)
2023-02-01,2023-02-09,105.1500015258789,98.23999786376953,1000,0.6773790126052317,-22199.060434302708,Risk Off (Vol/SMA Filter)
2023-02-14,2023-02-17,99.69999694824219,97.19999694824219,1000,0.49756165055436435,-6731.984982356387,Risk Off (Vol/SMA Filter)
2023-03-17,2025-04-04,98.94999694824219,171.0,1000,1.4100261492359332,468158.4266470972,Risk Off (Vol/SMA Filter)
2025-04-10,2025-04-16,181.22000122070312,174.3300018310547,1000,0.38667244658274885,-4299.1953424944995,Risk Off (Vol/SMA Filter)
2025-04-24,2026-01-28,186.5399932861328,243.36500549316406,1000,1.4836645563658768,244475.09968733208,Position Open
