entry_date,exit_date,entry_price,exit_price,shares,leverage_mult_at_entry,pnl,exit_reason
2015-01-26,2015-03-11,15.592558703231811,18.40450329897863,1049.0,1.0,2938.1460865620343,CHAND_STOP
2015-03-12,2015-03-13,18.442844084739686,18.40450329897863,1412.0,1.0,-69.72948468950833,CHAND_STOP
2015-03-16,2015-03-18,18.520850999641418,18.40450329897863,1374.0,1.0,-175.0344132303505,CHAND_STOP
2015-03-19,2015-03-26,18.695369868850708,18.472821320231823,1386.0,1.0,-323.8142865956797,CHAND_STOP
2015-03-27,2015-04-01,18.35733481750488,18.472821320231823,1491.0,1.0,155.66458961279056,CHAND_STOP
2015-04-02,2015-04-06,18.526852118492126,18.481253912405403,2374.0,1.5,-134.57483932271026,CHAND_STOP
2015-04-07,2015-05-01,18.809381589317322,20.846999293582165,2286.0,1.5,4629.400327718354,CHAND_STOP
2015-05-04,2015-05-06,21.242123771095276,21.00980190298868,912.0,1.0,-223.3741073145303,CHAND_STOP
2015-05-07,2015-05-15,21.209621207809448,21.265778650172397,1011.0,1.0,43.87535289974659,CHAND_STOP
2015-05-18,2015-05-19,21.302129236984253,21.330164881606454,1187.0,1.0,18.086966737871396,CHAND_STOP
2015-05-20,2015-05-21,21.032103686714173,21.397859618568422,1246.0,1.0,439.7348512395524,CHAND_CLOSE
2015-05-22,2015-05-26,21.5796571395874,21.346033214917977,1186.0,1.0,-292.26781189367176,CHAND_STOP
2015-05-27,2015-05-28,21.374636715888975,21.384048796987862,1285.0,1.0,-4.392577410407956,CHAND_STOP
2015-05-29,2015-06-01,21.36363593635559,21.384048796987862,1344.0,1.0,10.190787739884332,CHAND_STOP
2015-06-02,2015-06-05,21.505650334739684,21.384048796987862,1393.0,1.0,-187.26373007281023,CHAND_STOP
2015-06-08,2015-06-09,21.283128237342833,21.384048796987862,1472.0,1.0,129.66867189998348,CHAND_STOP
2015-06-10,2015-06-15,21.325132254219056,21.384048796987862,1482.0,1.0,68.29962019308869,CHAND_STOP
2015-06-16,2015-06-17,21.209621207809448,21.384048796987862,1520.0,1.0,245.6276830483366,CHAND_STOP
2015-06-18,2015-07-07,21.517150889587402,21.384048796987862,1567.0,1.0,-228.6762617824066,CHAND_STOP
2015-07-08,2015-07-28,21.719672436714173,26.236079371698157,1387.0,1.0,6242.422753569658,CHAND_STOP
2015-07-29,2015-07-30,26.548654126930238,26.467722261502065,789.0,1.2639615233621264,-76.38506154142374,CHAND_STOP
2015-07-31,2015-08-03,26.957195648384094,26.62766627610607,847.0,1.2649812185748621,-292.64355832100375,CHAND_STOP
2015-08-04,2015-08-05,26.487149335098266,26.81687009471579,915.0,1.2615026439847665,286.97203336803426,CHAND_STOP
2015-08-06,2015-08-07,26.96769665260315,26.929153194897683,1020.0,1.264240809784414,-55.794968614851996,CHAND_STOP
2015-08-10,2015-08-11,26.428643195152283,27.015639706388875,1020.0,1.252213807163104,582.2028699610137,CHAND_STOP
2015-08-12,2015-08-13,26.19011875,27.111946174020556,1101.0,1.2408782671947667,997.0218422040741,CHAND_STOP
2015-08-14,2015-08-17,26.415141631507872,27.243443409869545,1114.0,1.2245017465442742,904.5186635197474,CHAND_STOP
2015-08-18,2015-08-19,26.754676008796693,27.327857824773186,1179.0,1.2149216436142434,656.4496344110412,CHAND_STOP
2015-08-20,2015-08-21,26.52215268249512,27.37389455034488,1274.0,1.2128664387526087,1064.1945346463115,CHAND_STOP
2015-08-28,2015-08-31,25.8775875,27.37389455034488,675.0,1.105708351076977,998.9208316899033,CHAND_STOP
2015-09-01,2015-09-02,24.95949643249512,27.37389455034488,751.0,1.1038865812424918,1800.8783096207849,CHAND_STOP
2015-09-03,2015-09-04,25.727572881507875,27.37389455034488,731.0,1.0513891208302293,1191.4549497700684,CHAND_STOP
2015-09-08,2015-09-09,25.437043190574645,27.37389455034488,767.0,1.01736334507717,1472.9675266717006,CHAND_STOP
2015-09-10,2015-09-11,25.7600754447937,27.37389455034488,763.0,1.013156917543152,1218.8122086104022,CHAND_STOP
2015-09-14,2015-09-15,26.474647322082518,27.37389455034488,827.0,1.0079236595164691,730.0945312970914,CHAND_STOP
2015-09-16,2015-09-17,26.10161083087921,27.37389455034488,859.0,1.0040914769917106,1078.783209769762,CHAND_STOP
2015-09-18,2015-09-21,26.73367400035858,27.37389455034488,858.0,1.004923282178726,535.2171509737274,CHAND_STOP
2015-09-22,2015-09-23,26.988198885726927,27.37389455034488,896.0,1.0153531078960232,330.8671097874195,CHAND_STOP
2015-09-24,2015-09-25,26.53015290260315,27.37389455034488,953.0,1.03381867732855,788.4333973939816,CHAND_STOP
