date,equity,daily_return,position_shares,entry_price,stop_price,strategy_realized_vol,leverage_mult_today
2015-02-20,103756.55955610139,0.0023612378740212048,1049.0,15.592558703231811,17.826189327780803,0.1,1.0
2015-02-23,103571.93493184907,-0.001779401948582282,1049.0,15.592558703231811,17.875670309553502,0.1,1.0
2015-02-24,103490.63807210786,-0.0007849313599741503,1049.0,15.592558703231811,17.95050314279493,0.1,1.0
2015-02-25,103846.24780759675,0.003436153666780184,1049.0,15.592558703231811,18.013352875817684,0.1,1.0
2015-02-26,103816.35172376496,-0.00028788795419143476,1049.0,15.592558703231811,18.130568079568924,0.1,1.0
2015-02-27,103572.98335561616,-0.0023442200010683756,1049.0,15.592558703231811,18.241411303655486,0.1,1.0
2015-03-02,103861.45995626313,0.0027852495052353987,1049.0,15.592558703231811,18.271120347240135,0.1,1.0
2015-03-03,103806.38569555146,-0.0005302665756370395,1049.0,15.592558703231811,18.294558582596686,0.1,1.0
2015-03-04,103707.25562772615,-0.000954951539455906,1049.0,15.592558703231811,18.34445262362901,0.1,1.0
2015-03-05,103975.27596006257,0.0025843932588336394,1049.0,15.592558703231811,18.371207503172847,0.1,1.0
2015-03-06,103569.31187162263,-0.0039044290548060356,1049.0,15.592558703231811,18.395436812364842,0.1,1.0
2015-03-09,103489.06343564851,-0.0007748283205124551,1049.0,15.592558703231811,18.395436812364842,0.1,1.0
2015-03-10,103014.3915759073,-0.004586686206087598,1049.0,15.592558703231811,18.406343933371964,0.1,1.0
2015-03-11,102928.33213011421,-0.0008354118728126636,0.0,,,0.1,1.0
2015-03-12,103292.75535413531,0.003540553086592624,1412.0,18.442844084739686,18.406343933371964,0.1,1.0
2015-03-13,102842.97786791611,-0.0043543952785184414,0.0,,,0.1,1.0
2015-03-16,103029.20437587741,0.0018107848666193416,1374.0,18.520850999641418,18.406343933371964,0.1,1.0
2015-03-17,102930.96492733005,-0.0009535106976945595,1374.0,18.520850999641418,18.406343933371964,0.1,1.0
2015-03-18,102652.67486512166,-0.0027036573727338142,0.0,,,0.1,1.0
2015-03-19,102590.87806670494,-0.0006019989103831502,1386.0,18.695369868850708,18.406343933371964,0.1,1.0
2015-03-20,102954.70148055382,0.003546352470171099,1386.0,18.695369868850708,18.406343933371964,0.1,1.0
2015-03-23,102720.46925704308,-0.0022750998268397105,1386.0,18.695369868850708,18.410380420111686,0.1,1.0
2015-03-24,102649.7824322445,-0.0006881474092733653,1386.0,18.695369868850708,18.41374259324944,0.1,1.0
2015-03-25,102432.87362258263,-0.0021130956590681427,1386.0,18.695369868850708,18.474668787110534,0.1,1.0
2015-03-26,102313.31350894304,-0.0011672045253763308,0.0,,,0.1,1.0
2015-03-27,102551.35264230869,0.002326570464799227,1491.0,18.35733481750488,18.474668787110534,0.1,1.0
2015-03-30,102851.78905130527,0.00292961917376644,1491.0,18.35733481750488,18.474668787110534,0.1,1.0
2015-03-31,102666.15914178989,-0.0018048291743645306,1491.0,18.35733481750488,18.474668787110534,0.05631694819077411,1.5
2015-04-01,102452.55562682809,-0.002080564002270635,0.0,,,0.05650002536044531,1.5
2015-04-02,102629.49223815194,0.0017270102267465948,2374.0,18.526852118492126,18.474668787110534,0.05672659124833929,1.5
2015-04-06,102291.5911393478,-0.0032924366226039226,0.0,,,0.056782681660218694,1.5
2015-04-07,102062.6110410392,-0.0022385036321965757,2286.0,18.809381589317322,18.483102222627664,0.057281623286839625,1.5
2015-04-08,102838.7046575248,0.007604093296942338,2286.0,18.809381589317322,18.483102222627664,0.057524799714898066,1.5
2015-04-09,103106.16798302528,0.002600804107667498,2286.0,18.809381589317322,18.483102222627664,0.059378064717491186,1.5
2015-04-10,103004.44018074867,-0.0009866315882611776,2286.0,18.809381589317322,18.483102222627664,0.05952600008554389,1.5
2015-04-13,102971.29394814369,-0.0003217942114613903,2286.0,18.809381589317322,18.483102222627664,0.059595713353091384,1.5
2015-04-14,103285.62069222328,0.0030525667108531884,2286.0,18.809381589317322,18.483102222627664,0.059610649469573326,1.5
2015-04-15,103095.88227364418,-0.0018370264641628387,2286.0,18.809381589317322,18.483102222627664,0.05982656748007157,1.5
2015-04-16,103391.91798302528,0.00287146007049377,2286.0,18.809381589317322,18.483102222627664,0.06001317070013378,1.5
2015-04-17,102194.05359932777,-0.011585667497668206,2286.0,18.809381589317322,18.502962602386347,0.06019304662265335,1.5
2015-04-20,103788.53912255165,0.015602527417841516,2286.0,18.809381589317322,18.502962602386347,0.06505671475600712,1.5
2015-04-21,103979.4199132621,0.0018391316837502725,2286.0,18.809381589317322,18.502962602386347,0.07203657940833809,1.3881836258930584
2015-04-22,103821.68535515663,-0.001516978631320054,2286.0,18.809381589317322,18.60342936375708,0.07206596105771133,1.3876176565510414
2015-04-23,103843.40350624916,0.000209187040436154,2286.0,18.809381589317322,18.621886056592796,0.0720980151162642,1.3870007355783855
2015-04-24,110142.47395989296,0.06065932202679325,2286.0,18.809381589317322,18.6467476981259,0.07196324757585297,1.3895982097610986
2015-04-27,109394.95272728798,-0.0067868571108833375,2286.0,18.809381589317322,20.717673209075027,0.14140464084297785,1.0
2015-04-28,108337.67859932777,-0.009664743222622896,2286.0,18.809381589317322,20.765455830184127,0.14235956388594886,1.0
2015-04-29,108344.53719231483,6.330754983618903e-05,2286.0,18.809381589317322,20.787760115940127,0.1374377508957808,1.0
2015-04-30,107477.00148293373,-0.00800719382686732,2286.0,18.809381589317322,20.849084202002366,0.1371882725165771,1.0
2015-05-01,106895.19251927825,-0.005413334533229119,0.0,,,0.1383591875015665,1.0
2015-05-04,106801.37633956026,-0.0008776463890185493,912.0,21.242123771095276,20.87444811451059,0.13893323428816104,1.0
2015-05-05,106717.01571333956,-0.0007898833246539061,912.0,21.242123771095276,20.940003180989216,0.13872435049256265,1.0
2015-05-06,106660.19472183617,-0.0005324454692025027,0.0,,,0.1387509523784404,1.0
2015-05-07,106783.18578567645,0.0011531111879274913,1011.0,21.209621207809448,21.051413124239204,0.1386766837496244,1.0
2015-05-08,107127.43116226337,0.003223778856699777,1011.0,21.209621207809448,21.06852198729136,0.138675100777958,1.0
2015-05-11,107084.969347383,-0.0003963673395290801,1011.0,21.209621207809448,21.100119648181362,0.13877414674377114,1.0
2015-05-12,106992.46352615497,-0.0008638543933083831,1011.0,21.209621207809448,21.138907579603462,0.1387876642085464,1.0
2015-05-13,106782.6805633559,-0.0019607265398444707,1011.0,21.209621207809448,21.190166891833545,0.13877218955226434,1.0
2015-05-14,107056.15624847553,0.002561049073471988,1011.0,21.209621207809448,21.218450350660444,0.1386493894561768,1.0
2015-05-15,106691.20431851127,-0.0034089765853092535,0.0,,,0.13866488953076686,1.0
2015-05-18,106628.39850537397,-0.0005886690804407513,1187.0,21.302129236984253,21.28466481577324,0.1388295644134335,1.0
2015-05-19,106694.11990880656,0.0006163592847103772,0.0,,,0.13879658459098748,1.0
2015-05-20,106878.87410309198,0.0017316248959486913,1246.0,21.032103686714173,21.348168031721148,0.13871727434672657,1.0
2015-05-21,107118.13115932993,0.002238581368355197,0.0,,,0.13871119767139442,1.0
2015-05-22,106867.76099730952,-0.0023373275776068514,1186.0,21.5796571395874,21.348168031721148,0.138628741839605,1.0
2015-05-26,106810.50726341573,-0.0005357437393606057,0.0,,,0.13874354081882145,1.0
2015-05-27,107046.35314056798,0.002208077493449423,1285.0,21.374636715888975,21.386187415729434,0.1386353758611488,1.0
2015-05-28,106789.63484109736,-0.0023981975278831724,0.0,,,0.13860125060255765,1.0
2015-05-29,106903.93673220232,0.0010703463053791662,1344.0,21.36363593635559,21.386187415729434,0.13871379705175335,1.0
2015-06-01,106782.59799281816,-0.001135025922273658,0.0,,,0.13868506328777702,1.0
2015-06-02,106825.70547380023,0.00040369387702066106,1393.0,21.505650334739684,21.386187415729434,0.13866111575346182,1.0
2015-06-03,107215.74643029743,0.003651190083578282,1393.0,21.505650334739684,21.386187415729434,0.13836492604941544,1.0
2015-06-04,106811.07903756671,-0.0037743279900941396,1393.0,21.505650334739684,21.386187415729434,0.13847886000907098,1.0
2015-06-05,106577.35984019558,-0.0021881550067379685,0.0,,,0.13836020087231204,1.0
2015-06-08,106399.39669292084,-0.0016698025503876224,1472.0,21.283128237342833,21.386187415729434,0.1384480780917283,1.0
2015-06-09,106688.23125323634,0.0027146259216968005,0.0,,,0.13839098559854757,1.0
