entry_date,exit_date,entry_price,exit_price,shares,leverage_mult_at_entry,pnl,exit_reason
2020-11-30,2020-12-07,160.58441996765134,157.66618112182618,189.84572340073427,0.9236605492776554,-583.9474149527052,SIGNAL_EXIT
2020-12-17,2021-01-05,162.6625,158.1422060852051,199.27420652525504,1.0,-932.2916457674761,SIGNAL_EXIT
2021-01-22,2021-02-22,165.3807153778076,160.24608764648437,190.35914856376408,1.0,-1007.9276719316416,SIGNAL_EXIT
2021-04-05,2021-05-06,158.80864389038084,163.3365,192.15583972724903,1.0,838.6679305924158,SIGNAL_EXIT
2021-06-11,2021-08-02,167.64998066711425,167.4873437805176,187.22208825070234,1.0,-61.80654779337082,SIGNAL_EXIT
2021-08-31,2021-09-21,171.4112454986572,168.58125,182.8861230772297,1.0,-548.398076311437,SIGNAL_EXIT
2021-10-18,2021-10-25,169.58741726684568,166.58325,181.72136625617463,1.0,-576.1931159786697,SIGNAL_EXIT
2021-10-29,2021-11-02,165.1660080871582,165.58475303649902,182.97461346982894,1.0,46.321889064731664,SIGNAL_EXIT
2021-11-05,2021-12-02,174.02385610961912,172.827,167.75270489048418,0.9652251815777934,-229.76804648141683,SIGNAL_EXIT
2022-02-09,2022-02-14,163.03637814331054,151.59925607299806,92.32186190632125,0.5,-1069.8923299654004,SIGNAL_EXIT
2022-03-17,2022-04-08,152.79314343261717,156.59325,131.02231677034146,0.6885161919540406,477.38155602709224,SIGNAL_EXIT
2022-07-20,2022-07-27,118.7386227493286,117.19268756103516,250.23761045566894,1.0,-416.1771455360366,SIGNAL_EXIT
2022-07-28,2022-08-30,121.69156969451903,131.11875,217.82046983501934,0.9056053522443032,2024.8724956301264,SIGNAL_EXIT
2023-01-12,2023-02-21,97.02693030548095,95.24465634155274,324.7692854924601,1.0,-609.7603808037986,SIGNAL_EXIT
2023-03-17,2023-04-13,99.88979091644286,98.85104695129395,309.50549724580145,1.0,-352.0919098844172,SIGNAL_EXIT
2023-04-18,2023-08-25,104.05394694519042,132.33753121948243,293.51450939470186,1.0,8262.799376642131,SIGNAL_EXIT
2023-09-05,2023-09-21,137.86772572326657,131.80806243896484,281.31673373964594,1.0,-1741.7644963077005,SIGNAL_EXIT
2023-10-31,2024-01-05,132.88275,144.54531243896486,248.5250782739739,0.8903698435944826,2862.5161079308223,SIGNAL_EXIT
2024-01-16,2024-04-22,153.68352877807615,176.76306243896485,259.9654978468316,1.0,5953.930160697763,SIGNAL_EXIT
2024-05-06,2024-05-24,186.46627877807614,181.4683439025879,235.87896845976357,0.9582833515853559,-1221.7122886270904,SIGNAL_EXIT
2024-06-10,2024-07-18,184.25407733154296,189.40040634155272,242.4514379156799,1.0,1201.8144676047214,SIGNAL_EXIT
2024-09-11,2024-10-04,180.2801061096191,185.56425,230.55960459727933,0.9041439311044864,1175.526505893953,SIGNAL_EXIT
2024-10-22,2024-10-24,188.53835610961912,185.06475,250.121423947037,1.0,-915.1119651614622,SIGNAL_EXIT
2024-10-30,2025-02-19,194.89469694519042,225.29448426818848,237.1093946616458,1.0,7154.655731213407,SIGNAL_EXIT
2025-05-09,2025-08-04,193.57338488769528,217.18259390258788,162.84532911506625,0.588560831255322,3809.282241194444,SIGNAL_EXIT
2025-08-18,2025-08-22,230.46022572326657,222.56720329284667,228.82587863626915,0.9173718702602878,-1857.056928585718,SIGNAL_EXIT
2025-08-26,2025-09-23,227.3371106109619,227.60217182922364,214.43143557062385,0.8769563676021921,8.032397101630096,SIGNAL_EXIT
2025-10-10,2025-10-13,226.43621672058103,217.48229695129393,245.62049291107712,1.0,-2252.684296195145,SIGNAL_EXIT
2025-10-28,2025-10-31,228.4482212219238,249.84990609741212,233.5741479840127,1.0,4940.521831273925,SIGNAL_EXIT
2025-11-03,2025-11-19,255.6153606109619,223.5162654876709,182.85048034212053,0.802438920746455,-5910.205018349874,SIGNAL_EXIT
2025-12-24,2026-01-05,232.36213488769528,228.61115634155274,225.55441547606446,1.0,-897.6140291783635,SIGNAL_EXIT
2026-01-06,2026-01-21,232.3321061096191,230.85890634155274,221.51677960431198,1.0,-377.4775898116348,SIGNAL_EXIT
